movieId	imdbId	tmdbId	Title	Year	Director	Actors	Genre	Language	Country	Plot
7840	0031398	24965	Gunga Din	1939	George Stevens	Cary Grant, Victor McLaglen, Douglas Fairbanks Jr., Sam Jaffe	Adventure, Comedy, War	English	USA	In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land.
7841	0287839	192936	Children of Dune	2003	N/A	Alec Newman, Julie Cox, Ian McNeice, Steven Berkoff	Adventure, Drama, Fantasy	English, French	Germany, USA	The twins of Paul "Muad'dib" Atreides become embroiled in the political landscape of Arrakis ("Dune") and the rest of the universe.
7842	0142032	876	Dune	2000	N/A	William Hurt, Alec Newman, Saskia Reeves, P.H. Moriarty	Adventure, Drama, Fantasy	English, Italian	USA, Canada, Germany, Italy	A three-part miniseries on politics, betrayal, lust, greed and the coming of a Messiah. Based on Frank Herbert's classic science fiction novel.
7843	0258760	1583	Lammbock	2001	Christian Zübert	Lucas Gregorowicz, Moritz Bleibtreu, Marie Zielcke, Julian Weigend	Comedy	German	Germany	Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with aphids.
7844	0106936	17653	The Legend	1993	Corey Yuen	Jet Li, Josephine Siao, Michelle Reis, Sibelle Hu	Action, Comedy, History	Cantonese	Hong Kong	This Hong Kong martial-arts extravaganza tells of evil emperors and true love. The secret Red Lotus Flower Society is committed to the overthrow of the evil Manchu Emperor and his minions. ...
7845	0114720	11069	Tremors II: Aftershocks	1996	S.S. Wilson	Fred Ward, Chris Gartin, Helen Shaver, Michael Gross	Action, Comedy, Horror	English, Spanish	USA	When an army of Graboids - giant, carnivorous underground worms - threaten the Petromaya oil refinery in Mexico, its owners call on Earl Bassett, who once helped kill four of the creatures ...
7846	0259685	10829	Tremors 3: Back to Perfection	2001	Brent Maddock	Michael Gross, Shawn Christian, Susan Chuang, Charlotte Stewart	Action, Comedy, Horror	English	USA	Third entry in series returns to the small desert town of Perfection, Nevada seen in the first and briefly in the second.
7872	0097424	86959	Getting It Right	1989	Randal Kleiser	Jesse Birdsall, Jane Horrocks, Helena Bonham Carter, Pat Heywood	Comedy, Drama	English	UK	Gavin is 31 years old and still lives with his parents. He is awfully shy but before he knows it there are three women interested in him. Lady Minerva Munday has a casual way of life and ...
7878	0094048	9698	Straight to Hell	1986	Alex Cox	Dick Rude, Sy Richardson, Courtney Love, Joe Strummer	Action, Comedy, Western	English	UK	A gang of bank robbers with a suitcase full of money go to the desert to hide out. After burying the loot, they find their way to a surreal town full of cowboys who drink an awful lot of ...
7881	0023694	26860	White Zombie	1932	Victor Halperin	Bela Lugosi, Madge Bellamy, Joseph Cawthorn, Robert Frazer	Horror	English	USA	A young man turns to a witch doctor to lure the woman he loves away from her fiancé, but instead turns her into a zombie slave.
7882	0060841	29049	The Plague of the Zombies	1966	John Gilling	André Morell, Diane Clare, Brook Williams, Jacqueline Pearce	Fantasy, Horror	English	UK	Young workers are dying because of a mysterious epidemic in a little village in Cornwall. Doctor Thompson is helpless and asks professor James Forbes for help. The professor and his ...
7883	0036027	27130	I Walked with a Zombie	1943	Jacques Tourneur	James Ellison, Frances Dee, Tom Conway, Edith Barrett	Fantasy, Horror	English	USA	A Canadian nurse is hired to care for the wife of a sugar plantation owner, who has been acting strangely, on a Caribbean island.
7888	0061791	22682	How to Succeed in Business Without Really Trying	1967	David Swift	Robert Morse, Michele Lee, Rudy Vallee, Anthony 'Scooter' Teague	Comedy, Musical	English	USA	Armed with the titular manual, an ambitious window washer seeks to climb the corporate ladder.
7889	0070518	11577	Pat Garrett & Billy the Kid	1973	Sam Peckinpah	James Coburn, Kris Kristofferson, Richard Jaeckel, Katy Jurado	Biography, Drama, Western	English	USA	An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.
7892	0073756	40810	The Streetfighter	1974	Shigehiro Ozawa	Shin'ichi Chiba, Goichi Yamada, Yutaka Nakajima, Tony Cetera	Action, Crime, Thriller	Japanese	Japan	Terry is a tough, mercenary, master of martial arts. When an important business magnate dies, leaving billions to his daughter, the Mafia and Yakuza try to hire Terry to kidnap the daughter...
7894	0067140	336	Duck, You Sucker	1971	Sergio Leone	Rod Steiger, James Coburn, Romolo Valli, Maria Monti	Western	Italian, Spanish	Italy, Spain, USA	An I.R.A. explosives expert on the run in Mexico meets an amoral Mexican bandit; together they are drawn into the Mexican revolution.
7895	0071249	11942	Bring Me the Head of Alfredo Garcia	1974	Sam Peckinpah	Warren Oates, Isela Vega, Robert Webber, Gig Young	Action, Crime, Drama	English, Spanish	USA, Mexico	An American bartender and his prostitute girlfriend go on a road trip through the Mexican underworld to collect a $1 million bounty on the head of a dead gigolo.
7897	0065446	23330	The Ballad of Cable Hogue	1970	Sam Peckinpah	Jason Robards, Stella Stevens, David Warner, Strother Martin	Comedy, Drama, Romance	English	USA	A hobo accidentally stumbles onto a water spring, and creates a profitable way station in the middle of the desert.
7899	0072913	49636	Master of the Flying Guillotine	1976	Yu Wang	Yu Wang, Kang Chin, Chung-Erh Lung, Chia Yung Liu	Action, Fantasy	Mandarin	Taiwan, Hong Kong	After his students are killed by the One Armed Boxer, a vengeful and blind Kung Fu expert travels to a village where a martial arts contest is being held and vows to behead every one armed man he comes across.
7914	0017668	222	Berlin: Symphony of a Great City	1927	Walter Ruttmann	Paul von Hindenburg	Documentary	N/A	Germany	This movie shows us one day in Berlin, the rhythm of that time, starting at the earliest morning and ends in the deepest night.
7915	0170544	10686	Samurai Fiction	1998	Hiroyuki Nakano	Morio Kazama, Mitsuru Fukikoshi, Tomoyasu Hotei, Tamaki Ogawa	Action, Adventure, Comedy	Japanese	Japan	A noble young samurai searches for a thief who has stolen a precious treasure and killed one of his clansmen and meets an older samurai who tries to deter him from the violence of revenge.
7916	0052847	43096	Gidget	1959	Paul Wendkos	Sandra Dee, James Darren, Cliff Robertson, Arthur O'Connell	Comedy	English	USA	A young girl discovers surfing and love (in that order) during one transitive summer.
7919	0040979	25858	Drunken Angel	1948	Akira Kurosawa	Takashi Shimura, Toshirô Mifune, Reizaburô Yamamoto, Michiyo Kogure	Crime, Drama, Romance	Japanese	Japan	A drunken doctor with a hot temper and a violence-prone gangster with tuberculosis form a quicksilver bond.
7920	0075936	14262	Desperate Living	1977	John Waters	Liz Renay, Mink Stole, Susan Lowe, Edith Massey	Comedy, Crime, Fantasy	English	USA	A rich housewife enlists her maid's help to murder her husband; they go on the lam and end up in Mortville, a homeless community built into a garbage dump.
7921	0072869	38701	The Devil's Rain	1975	Robert Fuest	Ernest Borgnine, Eddie Albert, Ida Lupino, William Shatner	Horror	English	USA	A bunch of Satanists in the American rural landscape have terrible powers which enable them to melt their victims. However one of the children of an earlier victim vows to destroy them.
7922	0068341	33357	The Valachi Papers	1972	Terence Young	Charles Bronson, Lino Ventura, Jill Ireland, Walter Chiari	Crime, Drama	English, Italian	France, Italy	When Joe Valachi (Charles Bronson) has a price put on his head by Don Vito Genovese (Lino Ventura), he must take desperate steps to protect himself while in prison. An unsuccessful attempt ...
7924	0041699	30368	Stray Dog	1949	Akira Kurosawa	Toshirô Mifune, Takashi Shimura, Keiko Awaji, Eiko Miyoshi	Crime, Drama, Mystery	Japanese	Japan	During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol.
7925	0051808	1059	The Hidden Fortress	1958	Akira Kurosawa	Toshirô Mifune, Minoru Chiaki, Kamatari Fujiwara, Susumu Fujita	Adventure, Drama	Japanese	Japan	Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.
7926	0057565	12493	High and Low	1963	Akira Kurosawa	Toshirô Mifune, Tatsuya Nakadai, Kyôko Kagawa, Tatsuya Mihashi	Crime, Drama, Mystery	Japanese	Japan	An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.
7932	0235327	14273	Dark Days	2000	Marc Singer	Marc Singer	Documentary	English	USA	A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.
7934	0086637	11030	Zelig	1983	Woody Allen	Woody Allen, Mia Farrow, Patrick Horgan, John Buckwalter	Comedy	English, German	USA	"Documentary" about a man who can look and act like whoever he's around, and meets various famous people.
7935	0074147	29454	Face to Face	1976	Ingmar Bergman	Liv Ullmann, Erland Josephson, Aino Taube, Gunnar Björnstrand	Drama, Fantasy	Swedish	Sweden, Italy	A sensitive exploration of the tragic irony of the psychiatrist suffering with mental illness. Dr. Jenny Isaksson is a psychiatrist married to another psychiatrist; both are successful in ...
7936	0063611	26372	Shame	1968	Ingmar Bergman	Liv Ullmann, Max von Sydow, Sigge Fürst, Gunnar Björnstrand	Drama, War	Swedish	Sweden	Ingmar Bergman's psychological study of how humans react in a situation of war. The film takes place on Gotland, where invasion forces arrive.
7938	0057358	29455	Winter Light	1963	Ingmar Bergman	Ingrid Thulin, Gunnar Björnstrand, Gunnel Lindblom, Max von Sydow	Drama	Swedish	Sweden	A small town priest struggles with his faith.
7939	0055499	11602	Through a Glass Darkly	1961	Ingmar Bergman	Harriet Andersson, Gunnar Björnstrand, Max von Sydow, Lars Passgård	Drama	Swedish, Latin	Sweden	Recently released from a mental hospital; Karin rejoins her emotionally disconnected family and their island home, only to slip from reality as she begins to believe she is being visited by God.
7941	0048641	11700	Smiles of a Summer Night	1955	Ingmar Bergman	Ulla Jacobsson, Eva Dahlbeck, Harriet Andersson, Margit Carlqvist	Comedy, Romance	Swedish	Sweden	It's late nineteenth century Sweden. Middle aged lawyer Fredrik Egerman and his nineteen year old current wife Anne Egerman's two-year marriage has not yet been consummated. Fredrik wants ...
7942	0046345	47735	Summer with Monika	1953	Ingmar Bergman	Harriet Andersson, Lars Ekborg, Dagmar Ebbesen, Åke Fridell	Drama, Romance	Swedish	Sweden	Harry Lund is a nineteen-year-old man who meets Monika, a romantic, reckless and rebellious seventeen-year-old, and they fall in love. They leave their families and jobs in their small town...
7943	0038669	14638	The Killers	1946	Robert Siodmak	Burt Lancaster, Ava Gardner, Edmond O'Brien, Albert Dekker	Crime, Drama, Film-Noir	English	USA	Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins.
7944	0058404	14703	The Night of the Iguana	1964	John Huston	Richard Burton, Ava Gardner, Deborah Kerr, Sue Lyon	Drama	English, Spanish	USA	A defrocked Episcopal clergyman leads a bus-load of middle-aged Baptist women on a tour of the Mexican coast and comes to terms with the failure haunting his life.
7946	0062185	3547	Reflections in a Golden Eye	1967	John Huston	Elizabeth Taylor, Marlon Brando, Brian Keith, Julie Harris	Drama, Romance, Thriller	English	USA	Bizarre tale of sex, betrayal, and perversion at a military post.
7947	0088322	41089	Under the Volcano	1984	John Huston	Albert Finney, Jacqueline Bisset, Anthony Andrews, Ignacio López Tarso	Drama	English, Spanish	Mexico, USA	Against a background of war breaking out in Europe and the Mexican fiesta Day of Death, we are taken through one day in the life of Geoffrey Firmin, a British consul living in alcoholic ...
7948	0080140	42179	Wise Blood	1979	John Huston	Brad Dourif, John Huston, Dan Shor, Harry Dean Stanton	Comedy, Drama	English	USA	A Southerner--young, poor, ambitious but uneducated--determines to become something in the world. He decides that the best way to do that is to become a preacher and start up his own church.
7951	0100260	20481	Nightbreed	1990	Clive Barker	Craig Sheffer, Anne Bobby, David Cronenberg, Charles Haid	Action, Fantasy, Horror	English	USA	A troubled young man is drawn to a mythical place called Midian where a variety of monsters are hiding from humanity.
7958	0065481	31581	Bloody Mama	1970	Roger Corman	Shelley Winters, Pat Hingle, Don Stroud, Diane Varsi	Crime, Drama	English	USA	A psychological gangster film based on fact. Machine gun totin' Ma Barker lead her family gang (her sons) on a crime spree in the Depression era. Her loyal brood have every perversion ...
7959	0062395	22694	The Trip	1967	Roger Corman	Peter Fonda, Susan Strasberg, Bruce Dern, Dennis Hopper	Drama	English	USA	Paul Groves (Peter Fonda), a television commercial director, is in the midst of a personality crisis. His wife Sally (Susan Strasberg) has left him and he seeks the help of his friend John ...
7976	0209077	7090	Ken Park	2002	Larry Clark, Edward Lachman	Adam Chubbuck, James Bullard, Seth Gray, Eddie Daniels	Drama	English	USA, Netherlands, France	Ken Park is about several Californian skateboarders' lives and relationships with and without their parents.
7979	0064689	42632	Monterey Pop	1968	D.A. Pennebaker	Scott McKenzie, Denny Doherty, Cass Elliot, John Phillips	Documentary, History, Music	English	USA	A film about the greatest pre-Woodstock rock music festival.
7980	0075784	5902	A Bridge Too Far	1977	Richard Attenborough	Siem Vroom, Marlies van Alcmaer, Erik van 't Wout, Wolfgang Preiss	Drama, History, War	English, German, Dutch, Polish, Latin	USA, UK	Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines. However, mismanagement and poor planning result in its failure.
